Date,Category,Amount
2024-08-21,food & Dining,268.01
2024-08-21,Travel & Transportation,69.12
2024-08-21,Bills & Utilities,364.73
2024-08-21,Entertainment,43.43
2024-08-21,shopping,0.0
2024-08-21,health & Medical,0.0
2024-08-21,Education,0.0
2024-08-22,food & Dining,292.21
2024-08-22,Travel & Transportation,83.55
2024-08-22,Bills & Utilities,516.0
2024-08-22,Entertainment,0.0
2024-08-22,shopping,0.0
2024-08-22,health & Medical,0.0
2024-08-22,Education,0.0
2024-08-23,food & Dining,273.6
2024-08-23,Travel & Transportation,110.31
2024-08-23,Bills & Utilities,495.13
2024-08-23,Entertainment,0.0
2024-08-23,shopping,139.32
2024-08-23,health & Medical,0.0
2024-08-23,Education,0.0
2024-08-24,food & Dining,207.69
2024-08-24,Travel & Transportation,72.11
2024-08-24,Bills & Utilities,350.35
2024-08-24,Entertainment,0.0
2024-08-24,shopping,0.0
2024-08-24,health & Medical,0.0
2024-08-24,Education,0.0
2024-08-25,food & Dining,319.8
2024-08-25,Travel & Transportation,83.6
2024-08-25,Bills & Utilities,472.83
2024-08-25,Entertainment,0.0
2024-08-25,shopping,0.0
2024-08-25,health & Medical,0.0
2024-08-25,Education,0.0
2024-08-26,food & Dining,243.87
2024-08-26,Travel & Transportation,72.47
2024-08-26,Bills & Utilities,601.77
2024-08-26,Entertainment,169.0
2024-08-26,shopping,0.0
2024-08-26,health & Medical,0.0
2024-08-26,Education,0.0
2024-08-27,food & Dining,384.77
2024-08-27,Travel & Transportation,54.07
2024-08-27,Bills & Utilities,551.43
2024-08-27,Entertainment,0.0
2024-08-27,shopping,195.02
2024-08-27,health & Medical,122.58
2024-08-27,Education,0.0
2024-08-28,food & Dining,298.82
2024-08-28,Travel & Transportation,94.77
2024-08-28,Bills & Utilities,522.53
2024-08-28,Entertainment,124.13
2024-08-28,shopping,0.0
2024-08-28,health & Medical,0.0
2024-08-28,Education,0.0
2024-08-29,food & Dining,295.66
2024-08-29,Travel & Transportation,61.23
2024-08-29,Bills & Utilities,568.97
2024-08-29,Entertainment,0.0
2024-08-29,shopping,221.08
2024-08-29,health & Medical,0.0
2024-08-29,Education,0.0
2024-08-30,food & Dining,296.64
2024-08-30,Travel & Transportation,78.53
2024-08-30,Bills & Utilities,568.21
2024-08-30,Entertainment,0.0
2024-08-30,shopping,232.63
2024-08-30,health & Medical,118.1
2024-08-30,Education,0.0
2024-08-31,food & Dining,310.34
2024-08-31,Travel & Transportation,126.07
2024-08-31,Bills & Utilities,588.73
2024-08-31,Entertainment,0.0
2024-08-31,shopping,203.04
2024-08-31,health & Medical,0.0
2024-08-31,Education,0.0
2024-09-01,food & Dining,315.19
2024-09-01,Travel & Transportation,121.65
2024-09-01,Bills & Utilities,476.91
2024-09-01,Entertainment,0.0
2024-09-01,shopping,0.0
2024-09-01,health & Medical,0.0
2024-09-01,Education,0.0
2024-09-02,food & Dining,309.21
2024-09-02,Travel & Transportation,83.51
2024-09-02,Bills & Utilities,585.96
2024-09-02,Entertainment,0.0
2024-09-02,shopping,0.0
2024-09-02,health & Medical,99.45
2024-09-02,Education,0.0
2024-09-03,food & Dining,275.34
2024-09-03,Travel & Transportation,143.31
2024-09-03,Bills & Utilities,374.35
2024-09-03,Entertainment,0.0
2024-09-03,shopping,243.42
2024-09-03,health & Medical,0.0
2024-09-03,Education,0.0
2024-09-04,food & Dining,316.5
2024-09-04,Travel & Transportation,67.45
2024-09-04,Bills & Utilities,417.46
2024-09-04,Entertainment,0.0
2024-09-04,shopping,0.0
2024-09-04,health & Medical,0.0
2024-09-04,Education,277.36
2024-09-05,food & Dining,293.73
2024-09-05,Travel & Transportation,109.84
2024-09-05,Bills & Utilities,508.59
2024-09-05,Entertainment,0.0
2024-09-05,shopping,0.0
2024-09-05,health & Medical,0.0
2024-09-05,Education,0.0
2024-09-06,food & Dining,342.35
2024-09-06,Travel & Transportation,112.6
2024-09-06,Bills & Utilities,560.69
2024-09-06,Entertainment,0.0
2024-09-06,shopping,109.53
2024-09-06,health & Medical,0.0
2024-09-06,Education,0.0
2024-09-07,food & Dining,348.79
2024-09-07,Travel & Transportation,127.55
2024-09-07,Bills & Utilities,375.43
2024-09-07,Entertainment,0.0
2024-09-07,shopping,0.0
2024-09-07,health & Medical,0.0
2024-09-07,Education,0.0
2024-09-08,food & Dining,223.64
2024-09-08,Travel & Transportation,58.67
2024-09-08,Bills & Utilities,443.52
2024-09-08,Entertainment,0.0
2024-09-08,shopping,0.0
2024-09-08,health & Medical,0.0
2024-09-08,Education,0.0
2024-09-09,food & Dining,168.21
2024-09-09,Travel & Transportation,100.1
2024-09-09,Bills & Utilities,532.78
2024-09-09,Entertainment,0.0
2024-09-09,shopping,0.0
2024-09-09,health & Medical,0.0
2024-09-09,Education,0.0
2024-09-10,food & Dining,259.7
2024-09-10,Travel & Transportation,125.75
2024-09-10,Bills & Utilities,476.54
2024-09-10,Entertainment,0.0
2024-09-10,shopping,0.0
2024-09-10,health & Medical,0.0
2024-09-10,Education,0.0
2024-09-11,food & Dining,314.03
2024-09-11,Travel & Transportation,152.76
2024-09-11,Bills & Utilities,537.21
2024-09-11,Entertainment,177.24
2024-09-11,shopping,33.13
2024-09-11,health & Medical,0.0
2024-09-11,Education,0.0
2024-09-12,food & Dining,285.12
2024-09-12,Travel & Transportation,76.0
2024-09-12,Bills & Utilities,493.65
2024-09-12,Entertainment,236.62
2024-09-12,shopping,0.0
2024-09-12,health & Medical,133.94
2024-09-12,Education,0.0
2024-09-13,food & Dining,269.66
2024-09-13,Travel & Transportation,106.34
2024-09-13,Bills & Utilities,620.01
2024-09-13,Entertainment,0.0
2024-09-13,shopping,0.0
2024-09-13,health & Medical,0.0
2024-09-13,Education,0.0
2024-09-14,food & Dining,269.12
2024-09-14,Travel & Transportation,126.91
2024-09-14,Bills & Utilities,627.49
2024-09-14,Entertainment,0.0
2024-09-14,shopping,0.0
2024-09-14,health & Medical,0.0
2024-09-14,Education,0.0
2024-09-15,food & Dining,322.86
2024-09-15,Travel & Transportation,143.67
2024-09-15,Bills & Utilities,570.45
2024-09-15,Entertainment,205.23
2024-09-15,shopping,108.46
2024-09-15,health & Medical,0.0
2024-09-15,Education,0.0
2024-09-16,food & Dining,326.44
2024-09-16,Travel & Transportation,108.9
2024-09-16,Bills & Utilities,546.32
2024-09-16,Entertainment,0.0
2024-09-16,shopping,224.9
2024-09-16,health & Medical,0.0
2024-09-16,Education,0.0
2024-09-17,food & Dining,390.47
2024-09-17,Travel & Transportation,93.46
2024-09-17,Bills & Utilities,415.24
2024-09-17,Entertainment,0.0
2024-09-17,shopping,0.0
2024-09-17,health & Medical,72.5
2024-09-17,Education,0.0
2024-09-18,food & Dining,301.55
2024-09-18,Travel & Transportation,72.77
2024-09-18,Bills & Utilities,651.93
2024-09-18,Entertainment,185.76
2024-09-18,shopping,0.0
2024-09-18,health & Medical,56.32
2024-09-18,Education,0.0
2024-09-19,food & Dining,241.22
2024-09-19,Travel & Transportation,73.15
2024-09-19,Bills & Utilities,559.72
2024-09-19,Entertainment,0.0
2024-09-19,shopping,77.93
2024-09-19,health & Medical,0.0
2024-09-19,Education,0.0
2024-09-20,food & Dining,337.98
2024-09-20,Travel & Transportation,107.81
2024-09-20,Bills & Utilities,446.12
2024-09-20,Entertainment,0.0
2024-09-20,shopping,0.0
2024-09-20,health & Medical,0.0
2024-09-20,Education,0.0
2024-09-21,food & Dining,333.96
2024-09-21,Travel & Transportation,90.94
2024-09-21,Bills & Utilities,467.06
2024-09-21,Entertainment,201.23
2024-09-21,shopping,0.0
2024-09-21,health & Medical,0.0
2024-09-21,Education,0.0
2024-09-22,food & Dining,259.44
2024-09-22,Travel & Transportation,69.5
2024-09-22,Bills & Utilities,475.59
2024-09-22,Entertainment,147.25
2024-09-22,shopping,0.0
2024-09-22,health & Medical,0.0
2024-09-22,Education,0.0
2024-09-23,food & Dining,331.1
2024-09-23,Travel & Transportation,139.87
2024-09-23,Bills & Utilities,538.68
2024-09-23,Entertainment,0.0
2024-09-23,shopping,0.0
2024-09-23,health & Medical,0.0
2024-09-23,Education,0.0
2024-09-24,food & Dining,275.39
2024-09-24,Travel & Transportation,115.0
2024-09-24,Bills & Utilities,360.07
2024-09-24,Entertainment,0.0
2024-09-24,shopping,32.0
2024-09-24,health & Medical,0.0
2024-09-24,Education,0.0
2024-09-25,food & Dining,397.71
2024-09-25,Travel & Transportation,84.83
2024-09-25,Bills & Utilities,394.11
2024-09-25,Entertainment,253.72
2024-09-25,shopping,200.11
2024-09-25,health & Medical,0.0
2024-09-25,Education,0.0
2024-09-26,food & Dining,343.38
2024-09-26,Travel & Transportation,136.93
2024-09-26,Bills & Utilities,668.5
2024-09-26,Entertainment,0.0
2024-09-26,shopping,129.61
2024-09-26,health & Medical,0.0
2024-09-26,Education,0.0
2024-09-27,food & Dining,377.71
2024-09-27,Travel & Transportation,125.62
2024-09-27,Bills & Utilities,541.49
2024-09-27,Entertainment,182.43
2024-09-27,shopping,0.0
2024-09-27,health & Medical,0.0
2024-09-27,Education,167.26
2024-09-28,food & Dining,326.94
2024-09-28,Travel & Transportation,152.66
2024-09-28,Bills & Utilities,657.3
2024-09-28,Entertainment,0.0
2024-09-28,shopping,0.0
2024-09-28,health & Medical,107.8
2024-09-28,Education,0.0
2024-09-29,food & Dining,243.47
2024-09-29,Travel & Transportation,118.68
2024-09-29,Bills & Utilities,562.95
2024-09-29,Entertainment,0.0
2024-09-29,shopping,0.0
2024-09-29,health & Medical,0.0
2024-09-29,Education,0.0
2024-09-30,food & Dining,275.77
2024-09-30,Travel & Transportation,93.82
2024-09-30,Bills & Utilities,425.34
2024-09-30,Entertainment,0.0
2024-09-30,shopping,0.0
2024-09-30,health & Medical,89.75
2024-09-30,Education,0.0
2024-10-01,food & Dining,296.91
2024-10-01,Travel & Transportation,114.38
2024-10-01,Bills & Utilities,587.45
2024-10-01,Entertainment,0.0
2024-10-01,shopping,0.0
2024-10-01,health & Medical,0.0
2024-10-01,Education,0.0
2024-10-02,food & Dining,243.07
2024-10-02,Travel & Transportation,117.85
2024-10-02,Bills & Utilities,444.26
2024-10-02,Entertainment,121.09
2024-10-02,shopping,0.0
2024-10-02,health & Medical,0.0
2024-10-02,Education,0.0
2024-10-03,food & Dining,282.02
2024-10-03,Travel & Transportation,109.03
2024-10-03,Bills & Utilities,518.38
2024-10-03,Entertainment,0.0
2024-10-03,shopping,0.0
2024-10-03,health & Medical,0.0
2024-10-03,Education,0.0
2024-10-04,food & Dining,280.31
2024-10-04,Travel & Transportation,96.5
2024-10-04,Bills & Utilities,436.44
2024-10-04,Entertainment,0.0
2024-10-04,shopping,174.3
2024-10-04,health & Medical,0.0
2024-10-04,Education,0.0
2024-10-05,food & Dining,286.06
2024-10-05,Travel & Transportation,125.35
2024-10-05,Bills & Utilities,495.11
2024-10-05,Entertainment,51.64
2024-10-05,shopping,0.0
2024-10-05,health & Medical,0.0
2024-10-05,Education,0.0
2024-10-06,food & Dining,352.72
2024-10-06,Travel & Transportation,146.89
2024-10-06,Bills & Utilities,472.6
2024-10-06,Entertainment,132.96
2024-10-06,shopping,0.0
2024-10-06,health & Medical,0.0
2024-10-06,Education,0.0
2024-10-07,food & Dining,314.78
2024-10-07,Travel & Transportation,54.5
2024-10-07,Bills & Utilities,647.69
2024-10-07,Entertainment,0.0
2024-10-07,shopping,0.0
2024-10-07,health & Medical,0.0
2024-10-07,Education,0.0
2024-10-08,food & Dining,278.48
2024-10-08,Travel & Transportation,66.85
2024-10-08,Bills & Utilities,522.05
2024-10-08,Entertainment,0.0
2024-10-08,shopping,0.0
2024-10-08,health & Medical,0.0
2024-10-08,Education,0.0
2024-10-09,food & Dining,244.89
2024-10-09,Travel & Transportation,120.44
2024-10-09,Bills & Utilities,540.86
2024-10-09,Entertainment,0.0
2024-10-09,shopping,223.69
2024-10-09,health & Medical,0.0
2024-10-09,Education,0.0
2024-10-10,food & Dining,240.81
2024-10-10,Travel & Transportation,99.07
2024-10-10,Bills & Utilities,409.03
2024-10-10,Entertainment,0.0
2024-10-10,shopping,146.58
2024-10-10,health & Medical,0.0
2024-10-10,Education,0.0
2024-10-11,food & Dining,162.62
2024-10-11,Travel & Transportation,85.01
2024-10-11,Bills & Utilities,447.38
2024-10-11,Entertainment,247.18
2024-10-11,shopping,0.0
2024-10-11,health & Medical,0.0
2024-10-11,Education,0.0
2024-10-12,food & Dining,344.34
2024-10-12,Travel & Transportation,37.48
2024-10-12,Bills & Utilities,672.47
2024-10-12,Entertainment,0.0
2024-10-12,shopping,0.0
2024-10-12,health & Medical,0.0
2024-10-12,Education,0.0
2024-10-13,food & Dining,279.19
2024-10-13,Travel & Transportation,66.1
2024-10-13,Bills & Utilities,455.0
2024-10-13,Entertainment,238.0
2024-10-13,shopping,0.0
2024-10-13,health & Medical,0.0
2024-10-13,Education,0.0
2024-10-14,food & Dining,305.69
2024-10-14,Travel & Transportation,102.94
2024-10-14,Bills & Utilities,629.59
2024-10-14,Entertainment,0.0
2024-10-14,shopping,0.0
2024-10-14,health & Medical,103.67
2024-10-14,Education,0.0
2024-10-15,food & Dining,378.91
2024-10-15,Travel & Transportation,129.56
2024-10-15,Bills & Utilities,586.92
2024-10-15,Entertainment,118.11
2024-10-15,shopping,0.0
2024-10-15,health & Medical,0.0
2024-10-15,Education,0.0
2024-10-16,food & Dining,351.92
2024-10-16,Travel & Transportation,81.88
2024-10-16,Bills & Utilities,477.05
2024-10-16,Entertainment,0.0
2024-10-16,shopping,168.6
2024-10-16,health & Medical,0.0
2024-10-16,Education,0.0
2024-10-17,food & Dining,316.2
2024-10-17,Travel & Transportation,65.57
2024-10-17,Bills & Utilities,508.52
2024-10-17,Entertainment,0.0
2024-10-17,shopping,366.05
2024-10-17,health & Medical,0.0
2024-10-17,Education,0.0
2024-10-18,food & Dining,308.33
2024-10-18,Travel & Transportation,71.53
2024-10-18,Bills & Utilities,674.74
2024-10-18,Entertainment,215.25
2024-10-18,shopping,181.08
2024-10-18,health & Medical,0.0
2024-10-18,Education,0.0
2024-10-19,food & Dining,273.55
2024-10-19,Travel & Transportation,68.3
2024-10-19,Bills & Utilities,622.31
2024-10-19,Entertainment,0.0
2024-10-19,shopping,0.0
2024-10-19,health & Medical,0.0
2024-10-19,Education,0.0
2024-10-20,food & Dining,218.76
2024-10-20,Travel & Transportation,127.34
2024-10-20,Bills & Utilities,510.58
2024-10-20,Entertainment,0.0
2024-10-20,shopping,132.29
2024-10-20,health & Medical,0.0
2024-10-20,Education,0.0
2024-10-21,food & Dining,217.26
2024-10-21,Travel & Transportation,71.2
2024-10-21,Bills & Utilities,487.73
2024-10-21,Entertainment,0.0
2024-10-21,shopping,117.75
2024-10-21,health & Medical,0.0
2024-10-21,Education,0.0
2024-10-22,food & Dining,266.03
2024-10-22,Travel & Transportation,102.16
2024-10-22,Bills & Utilities,478.78
2024-10-22,Entertainment,0.0
2024-10-22,shopping,0.0
2024-10-22,health & Medical,0.0
2024-10-22,Education,242.24
2024-10-23,food & Dining,204.61
2024-10-23,Travel & Transportation,74.19
2024-10-23,Bills & Utilities,458.64
2024-10-23,Entertainment,0.0
2024-10-23,shopping,0.0
2024-10-23,health & Medical,0.0
2024-10-23,Education,0.0
2024-10-24,food & Dining,321.67
2024-10-24,Travel & Transportation,61.39
2024-10-24,Bills & Utilities,360.29
2024-10-24,Entertainment,0.0
2024-10-24,shopping,0.0
2024-10-24,health & Medical,0.0
2024-10-24,Education,0.0
2024-10-25,food & Dining,360.01
2024-10-25,Travel & Transportation,86.11
2024-10-25,Bills & Utilities,458.86
2024-10-25,Entertainment,0.0
2024-10-25,shopping,0.0
2024-10-25,health & Medical,92.53
2024-10-25,Education,0.0
2024-10-26,food & Dining,397.86
2024-10-26,Travel & Transportation,25.35
2024-10-26,Bills & Utilities,434.18
2024-10-26,Entertainment,181.75
2024-10-26,shopping,0.0
2024-10-26,health & Medical,0.0
2024-10-26,Education,0.0
2024-10-27,food & Dining,330.51
2024-10-27,Travel & Transportation,104.71
2024-10-27,Bills & Utilities,441.35
2024-10-27,Entertainment,0.0
2024-10-27,shopping,25.18
2024-10-27,health & Medical,0.0
2024-10-27,Education,0.0
2024-10-28,food & Dining,368.99
2024-10-28,Travel & Transportation,91.34
2024-10-28,Bills & Utilities,421.62
2024-10-28,Entertainment,0.0
2024-10-28,shopping,0.0
2024-10-28,health & Medical,0.0
2024-10-28,Education,0.0
2024-10-29,food & Dining,295.33
2024-10-29,Travel & Transportation,84.12
2024-10-29,Bills & Utilities,348.55
2024-10-29,Entertainment,0.0
2024-10-29,shopping,228.28
2024-10-29,health & Medical,89.76
2024-10-29,Education,0.0
2024-10-30,food & Dining,371.47
2024-10-30,Travel & Transportation,106.07
2024-10-30,Bills & Utilities,663.19
2024-10-30,Entertainment,98.69
2024-10-30,shopping,345.44
2024-10-30,health & Medical,0.0
2024-10-30,Education,0.0
2024-10-31,food & Dining,201.65
2024-10-31,Travel & Transportation,66.48
2024-10-31,Bills & Utilities,481.42
2024-10-31,Entertainment,171.7
2024-10-31,shopping,0.0
2024-10-31,health & Medical,0.0
2024-10-31,Education,0.0
2024-11-01,food & Dining,295.72
2024-11-01,Travel & Transportation,97.17
2024-11-01,Bills & Utilities,541.96
2024-11-01,Entertainment,0.0
2024-11-01,shopping,302.36
2024-11-01,health & Medical,0.0
2024-11-01,Education,0.0
2024-11-02,food & Dining,382.47
2024-11-02,Travel & Transportation,132.12
2024-11-02,Bills & Utilities,427.04
2024-11-02,Entertainment,175.3
2024-11-02,shopping,0.0
2024-11-02,health & Medical,0.0
2024-11-02,Education,0.0
2024-11-03,food & Dining,363.07
2024-11-03,Travel & Transportation,90.97
2024-11-03,Bills & Utilities,379.05
2024-11-03,Entertainment,0.0
2024-11-03,shopping,0.0
2024-11-03,health & Medical,0.0
2024-11-03,Education,0.0
2024-11-04,food & Dining,324.56
2024-11-04,Travel & Transportation,89.26
2024-11-04,Bills & Utilities,486.06
2024-11-04,Entertainment,0.0
2024-11-04,shopping,0.0
2024-11-04,health & Medical,0.0
2024-11-04,Education,0.0
2024-11-05,food & Dining,301.55
2024-11-05,Travel & Transportation,97.32
2024-11-05,Bills & Utilities,496.24
2024-11-05,Entertainment,28.82
2024-11-05,shopping,0.0
2024-11-05,health & Medical,0.0
2024-11-05,Education,198.94
2024-11-06,food & Dining,342.34
2024-11-06,Travel & Transportation,36.18
2024-11-06,Bills & Utilities,490.09
2024-11-06,Entertainment,107.8
2024-11-06,shopping,0.0
2024-11-06,health & Medical,0.0
2024-11-06,Education,0.0
2024-11-07,food & Dining,269.5
2024-11-07,Travel & Transportation,12.79
2024-11-07,Bills & Utilities,462.52
2024-11-07,Entertainment,0.0
2024-11-07,shopping,0.0
2024-11-07,health & Medical,0.0
2024-11-07,Education,0.0
2024-11-08,food & Dining,277.05
2024-11-08,Travel & Transportation,79.16
2024-11-08,Bills & Utilities,384.56
2024-11-08,Entertainment,0.0
2024-11-08,shopping,0.0
2024-11-08,health & Medical,0.0
2024-11-08,Education,0.0
2024-11-09,food & Dining,283.72
2024-11-09,Travel & Transportation,69.93
2024-11-09,Bills & Utilities,424.76
2024-11-09,Entertainment,0.0
2024-11-09,shopping,159.89
2024-11-09,health & Medical,0.0
2024-11-09,Education,0.0
2024-11-10,food & Dining,260.99
2024-11-10,Travel & Transportation,139.92
2024-11-10,Bills & Utilities,380.32
2024-11-10,Entertainment,0.0
2024-11-10,shopping,0.0
2024-11-10,health & Medical,144.62
2024-11-10,Education,0.0
2024-11-11,food & Dining,208.7
2024-11-11,Travel & Transportation,53.95
2024-11-11,Bills & Utilities,312.0
2024-11-11,Entertainment,199.89
2024-11-11,shopping,0.0
2024-11-11,health & Medical,0.0
2024-11-11,Education,0.0
2024-11-12,food & Dining,252.38
2024-11-12,Travel & Transportation,79.69
2024-11-12,Bills & Utilities,422.73
2024-11-12,Entertainment,208.11
2024-11-12,shopping,163.75
2024-11-12,health & Medical,0.0
2024-11-12,Education,0.0
2024-11-13,food & Dining,345.87
2024-11-13,Travel & Transportation,50.3
2024-11-13,Bills & Utilities,447.56
2024-11-13,Entertainment,0.0
2024-11-13,shopping,0.0
2024-11-13,health & Medical,0.0
2024-11-13,Education,0.0
2024-11-14,food & Dining,314.19
2024-11-14,Travel & Transportation,70.36
2024-11-14,Bills & Utilities,415.31
2024-11-14,Entertainment,0.0
2024-11-14,shopping,0.0
2024-11-14,health & Medical,0.0
2024-11-14,Education,0.0
2024-11-15,food & Dining,283.91
2024-11-15,Travel & Transportation,67.87
2024-11-15,Bills & Utilities,691.14
2024-11-15,Entertainment,0.0
2024-11-15,shopping,215.16
2024-11-15,health & Medical,0.0
2024-11-15,Education,0.0
2024-11-16,food & Dining,216.57
2024-11-16,Travel & Transportation,131.76
2024-11-16,Bills & Utilities,482.72
2024-11-16,Entertainment,0.0
2024-11-16,shopping,0.0
2024-11-16,health & Medical,0.0
2024-11-16,Education,0.0
2024-11-17,food & Dining,307.62
2024-11-17,Travel & Transportation,111.03
2024-11-17,Bills & Utilities,514.81
2024-11-17,Entertainment,0.0
2024-11-17,shopping,143.02
2024-11-17,health & Medical,0.0
2024-11-17,Education,0.0
2024-11-18,food & Dining,333.27
2024-11-18,Travel & Transportation,158.24
2024-11-18,Bills & Utilities,412.17
2024-11-18,Entertainment,0.0
2024-11-18,shopping,0.0
2024-11-18,health & Medical,0.0
2024-11-18,Education,0.0
2024-11-19,food & Dining,313.84
2024-11-19,Travel & Transportation,72.51
2024-11-19,Bills & Utilities,635.54
2024-11-19,Entertainment,231.91
2024-11-19,shopping,0.0
2024-11-19,health & Medical,0.0
2024-11-19,Education,0.0
2024-11-20,food & Dining,221.93
2024-11-20,Travel & Transportation,145.1
2024-11-20,Bills & Utilities,466.99
2024-11-20,Entertainment,0.0
2024-11-20,shopping,0.0
2024-11-20,health & Medical,110.99
2024-11-20,Education,0.0
2024-11-21,food & Dining,350.73
2024-11-21,Travel & Transportation,150.29
2024-11-21,Bills & Utilities,405.45
2024-11-21,Entertainment,0.0
2024-11-21,shopping,290.99
2024-11-21,health & Medical,0.0
2024-11-21,Education,0.0
2024-11-22,food & Dining,326.6
2024-11-22,Travel & Transportation,110.85
2024-11-22,Bills & Utilities,676.12
2024-11-22,Entertainment,0.0
2024-11-22,shopping,163.24
2024-11-22,health & Medical,0.0
2024-11-22,Education,235.2
2024-11-23,food & Dining,287.99
2024-11-23,Travel & Transportation,98.38
2024-11-23,Bills & Utilities,401.77
2024-11-23,Entertainment,0.0
2024-11-23,shopping,0.0
2024-11-23,health & Medical,0.0
2024-11-23,Education,0.0
2024-11-24,food & Dining,355.19
2024-11-24,Travel & Transportation,114.26
2024-11-24,Bills & Utilities,499.76
2024-11-24,Entertainment,0.0
2024-11-24,shopping,132.98
2024-11-24,health & Medical,56.82
2024-11-24,Education,0.0
2024-11-25,food & Dining,364.33
2024-11-25,Travel & Transportation,141.99
2024-11-25,Bills & Utilities,365.79
2024-11-25,Entertainment,54.39
2024-11-25,shopping,0.0
2024-11-25,health & Medical,0.0
2024-11-25,Education,0.0
2024-11-26,food & Dining,248.68
2024-11-26,Travel & Transportation,136.9
2024-11-26,Bills & Utilities,403.53
2024-11-26,Entertainment,263.99
2024-11-26,shopping,19.5
2024-11-26,health & Medical,0.0
2024-11-26,Education,260.9
2024-11-27,food & Dining,251.06
2024-11-27,Travel & Transportation,82.19
2024-11-27,Bills & Utilities,483.44
2024-11-27,Entertainment,0.0
2024-11-27,shopping,29.7
2024-11-27,health & Medical,0.0
2024-11-27,Education,0.0
2024-11-28,food & Dining,210.31
2024-11-28,Travel & Transportation,59.34
2024-11-28,Bills & Utilities,429.1
2024-11-28,Entertainment,0.0
2024-11-28,shopping,213.8
2024-11-28,health & Medical,0.0
2024-11-28,Education,0.0
2024-11-29,food & Dining,272.89
2024-11-29,Travel & Transportation,49.52
2024-11-29,Bills & Utilities,397.6
2024-11-29,Entertainment,0.0
2024-11-29,shopping,122.84
2024-11-29,health & Medical,186.6
2024-11-29,Education,0.0
2024-11-30,food & Dining,355.3
2024-11-30,Travel & Transportation,83.08
2024-11-30,Bills & Utilities,418.38
2024-11-30,Entertainment,0.0
2024-11-30,shopping,0.0
2024-11-30,health & Medical,0.0
2024-11-30,Education,0.0
2024-12-01,food & Dining,242.53
2024-12-01,Travel & Transportation,115.17
2024-12-01,Bills & Utilities,648.91
2024-12-01,Entertainment,309.0
2024-12-01,shopping,167.65
2024-12-01,health & Medical,0.0
2024-12-01,Education,0.0
2024-12-02,food & Dining,321.8
2024-12-02,Travel & Transportation,24.03
2024-12-02,Bills & Utilities,568.21
2024-12-02,Entertainment,0.0
2024-12-02,shopping,310.33
2024-12-02,health & Medical,0.0
2024-12-02,Education,0.0
2024-12-03,food & Dining,342.21
2024-12-03,Travel & Transportation,159.75
2024-12-03,Bills & Utilities,416.79
2024-12-03,Entertainment,0.0
2024-12-03,shopping,188.24
2024-12-03,health & Medical,0.0
2024-12-03,Education,0.0
2024-12-04,food & Dining,321.29
2024-12-04,Travel & Transportation,112.55
2024-12-04,Bills & Utilities,322.4
2024-12-04,Entertainment,224.48
2024-12-04,shopping,301.53
2024-12-04,health & Medical,0.0
2024-12-04,Education,173.92
2024-12-05,food & Dining,387.34
2024-12-05,Travel & Transportation,168.17
2024-12-05,Bills & Utilities,588.9
2024-12-05,Entertainment,0.0
2024-12-05,shopping,0.0
2024-12-05,health & Medical,0.0
2024-12-05,Education,0.0
2024-12-06,food & Dining,334.77
2024-12-06,Travel & Transportation,65.77
2024-12-06,Bills & Utilities,488.85
2024-12-06,Entertainment,0.0
2024-12-06,shopping,0.0
2024-12-06,health & Medical,0.0
2024-12-06,Education,0.0
2024-12-07,food & Dining,175.08
2024-12-07,Travel & Transportation,132.66
2024-12-07,Bills & Utilities,462.37
2024-12-07,Entertainment,0.0
2024-12-07,shopping,0.0
2024-12-07,health & Medical,167.83
2024-12-07,Education,0.0
2024-12-08,food & Dining,308.76
2024-12-08,Travel & Transportation,59.9
2024-12-08,Bills & Utilities,458.82
2024-12-08,Entertainment,159.23
2024-12-08,shopping,0.0
2024-12-08,health & Medical,0.0
2024-12-08,Education,0.0
2024-12-09,food & Dining,305.98
2024-12-09,Travel & Transportation,129.33
2024-12-09,Bills & Utilities,289.44
2024-12-09,Entertainment,0.0
2024-12-09,shopping,0.0
2024-12-09,health & Medical,0.0
2024-12-09,Education,0.0
2024-12-10,food & Dining,376.51
2024-12-10,Travel & Transportation,119.95
2024-12-10,Bills & Utilities,407.54
2024-12-10,Entertainment,0.0
2024-12-10,shopping,0.0
2024-12-10,health & Medical,0.0
2024-12-10,Education,0.0
2024-12-11,food & Dining,234.39
2024-12-11,Travel & Transportation,101.36
2024-12-11,Bills & Utilities,505.12
2024-12-11,Entertainment,0.0
2024-12-11,shopping,90.2
2024-12-11,health & Medical,0.0
2024-12-11,Education,0.0
2024-12-12,food & Dining,385.6
2024-12-12,Travel & Transportation,47.57
2024-12-12,Bills & Utilities,543.48
2024-12-12,Entertainment,183.28
2024-12-12,shopping,0.0
2024-12-12,health & Medical,0.0
2024-12-12,Education,0.0
2024-12-13,food & Dining,355.2
2024-12-13,Travel & Transportation,71.03
2024-12-13,Bills & Utilities,662.92
2024-12-13,Entertainment,0.0
2024-12-13,shopping,0.0
2024-12-13,health & Medical,0.0
2024-12-13,Education,0.0
2024-12-14,food & Dining,294.83
2024-12-14,Travel & Transportation,62.83
2024-12-14,Bills & Utilities,709.58
2024-12-14,Entertainment,0.0
2024-12-14,shopping,0.0
2024-12-14,health & Medical,0.0
2024-12-14,Education,0.0
2024-12-15,food & Dining,388.93
2024-12-15,Travel & Transportation,120.61
2024-12-15,Bills & Utilities,646.65
